,Comment,Description,ID,Link1,Link2,String,Type,user-agent
600,,Neomo Search (Germany) robot (85.10.197.1xx),id_a_f_373,http://www.neomo.de,,Francis/1.0 (francis@neomo.de http://www.neomo.de/),R,"
"
601,,Some spam bot,id_a_f_374,,,Franklin Locator 1.8,S,"
"
602,,Free Downloads shareware directory link checking,id_a_f_110506_1,http://www.free-downloads.net/,,free-downloads.net download-link validator /0.1,C,"
"
603,,FreeFind.com robot,id_a_f_375,http://freefind.com,,FreeFind.com-SiteSearchEngine/1.0 (http://freefind.com; spiderinfo@freefind.com),R,"
"
604,,Frelics backlink checking bot (beta),id_a_f_221008_2,http://www.frelic.com/,,Frelicbot/1.0 +http://www.frelic.com/,C,"
"
605,,Fresh Download download manager,id_a_f_376,http://www.freshdevices.com,,FreshDownload/x.xx,D,"
"
606,,FreshNotes - music related artist search (72.3.225.xx),id_a_f_230306_2,http://freshnotes.com/fn/,,FreshNotes crawler< report problems to crawler-at-freshnotes-dot-com,R,"
"
607,s. also DSurf -  PBrowse ...,Some site scanning tool via diff. IPs,id_a_f_377,,,FSurf15a 01,S,"
"
608,83.105.71.16x,Find the Best search robot,id_a_f_070209_5,http://www.findthebest.co.uk/,,FTB-Bot http://www.findthebest.co.uk/,R,"
"
609,,Some site scanning tool from diff. IPs i.e.: - 66.28.240.xx (cogentco.com) - 68.5.174.xx (cox.net),id_a_f_378,,,Full Web Bot 0416B,S,"
"
610,appears also as MFC Foundation Class Library & Demo Bot Z 16b - 66.118.1xx.xxx (sagonet.com) - s. also Educate Search VxB - Industry Program 1.0.5,Some site scanning tool i.e. from - 68.154.96.xx (bellsouth.net),id_a_f_379,,,Full Web Bot 0516B,S,"
"
611,,Some site scanning tool from 66.255.6.xxx (uslec.com),id_a_f_380,,,Full Web Bot 2816B,S,"
"
612,208.109.126.1xx,FuseBulb search,id_a_f_190807_1,http://www.fusebulb.com/,,FuseBulb.Com,R,"
"
613,,FyberSearch FyberSpider robot,id_a_f_381,http://www.fybersearch.com,,FyberSpider (+http://www.fybersearch.com/fyberspider.php),R,"
"
614,,Some user from bbnplanet.net (4.63.218.2xx) using an Innerprise robot tool,id_g_m_382,http://www.innerprise.net,,Gagglebot,R C ?,"
"
615,,Seed Search robot,id_g_m_383,http://www.seed.net.tw,,GAIS Robot/1.0B2,R,"
"
616,140.123.100.x,Gaislab Taiwan robot,id_g_m_384,http://gais.cs.ccu.edu.tw,,Gaisbot/3.0 (indexer@gais.cs.ccu.edu.tw; http://gais.cs.ccu.edu.tw/robot.php),R,"
"
617,140.123.100.x,Gaislab Taiwan robot,id_g_m_160706_1,http://gais.cs.ccu.edu.tw,,Gaisbot/3.0+(robot06@gais.cs.ccu.edu.tw;+http://gais.cs.ccu.edu.tw/robot.php),R,"
"
618, s. also Mozilla/4.0 (compatible; MSIE 5.0; www.galaxy.com....),Galaxy robot (63.121.41.xxx),id_g_m_385,http://www.galaxy.com,,GalaxyBot/1.0 (http://www.galaxy.com/galaxybot.html),R,"
"
619,88.208.223.xx,Gallent Search directory (UK),id_g_m_130407_2,http://www.gallent.co.uk/,http://robot.gallentsearch.com/,Gallent Search Spider v1.4 Robot 2 (http://robot.GallentSearch.com),R,"
"
620,80.65.45.xx,Gamekit game search engine - Germany,id_g_m_010107_1,http://www.gamekit.de/,,gamekitbot/1.0 (+http://www.uchoose.de/crawler/gamekitbot/),R,"
"
621,GameSpy Arcade download manager (FilePlanet),GameSpyHTTP/1.0,id_g_m_386,http://www.gamespyarcade.com/features/,,Gamespy_Arcade,D,"
"
622,,GammaWare GammaSpider,id_g_m_387,http://www.gammasite.com,,GammaSpider/1.0,R,"
"
623,,nttrd.com / Infobee.ne.jp robot,id_g_m_388,,,gazz/x.x (gazz@nttrd.com),R,"
"
624,no active website,Geckobot user robot,id_g_m_389,http://www.geckobot.com/,,geckobot,,"
"
625,66.249.72.1xx,Google Mobile Search crawler,id_g_m_280406_1,http://www.google.com/mobile/formats.html,,Generic Mobile Phone (compatible; Googlebot-Mobile/2.1; +http://www.google.com/bot.html),R P,"
"
626,,Unknown robot from Carnegie Mellon University (128.2.211.xxx),id_g_m_390,http://www.cmu.edu,,generic_crawler/01.0217/,R,"
"
627,,Lunascape Genesis browser,id_g_m_100109_2,http://www.lunascape.tv/,,GenesisBrowser (HTTP 1.1; 0.9; XP SP2; .NET CLR 2.0.50727),B,"
"
628, s. also: - larbin_2.6.3 (wgao@genieknows.com),GenieKnows.com search,id_g_m_231205_1,http://www.genieknows.com/,,genieBot (http://64.5.245.11/faq/faq.html),R,"
"
629, s. also: - larbin_2.6.3 (wgao@genieknows.com),GenieKnows.com search,id_g_m_391,http://www.genieknows.com/,,geniebot wgao@genieknows.com,R,"
"
630,no active website,Unknown robot from wavepath.com (65.254.33.1xx),id_g_m_050606_3,,,GeoBot/1.0,,"
"
631,,Geona Search robot / link checking,id_g_m_392,http://www.geona.com,,GeonaBot 1.x; http://www.geona.com/,R,"
"
632,,GeoURL ICBM Address Server - a location-to-URL reverse directory,id_g_m_160206_3,http://geourl.org/,,geourl/2.0b2,C,"
"
633,,GeoURL ICBM Address Server - a location-to-URL reverse directory,id_g_m_160206_2,http://geourl.org/,,GeoURLBot 1.0 (http://geourl.org),C,"
"
634,,Getbot web downloading tool / site grabber,id_g_m_393,http://www.getbot.com,,GetBot,D,"
"
635,,GetRight download manager,id_g_m_394,http://www.getright.com,,GetRight/3.x.x,D,"
"
636,,GetRight download manager,id_g_m_395,http://www.getright.com,,GetRight/4.5xx,D,"
"
637,,GetRight download manager,id_g_m_396,http://www.getright.com,,GetRight/4.x,D,"
"
638,,GetRight download manager,id_g_m_397,http://www.getright.com,,GetRight/4.x[a-e],D,"
"
639,,GetRight download manager,id_g_m_260807_1,http://www.getright.com,,GetRight/6.1 (Pro),D,"
"
640,,GetRight download manager,id_g_m_398,http://www.getright.com,,GetRightPro/6.0beta2,D,"
"
641,216.204.133.xxx,GetWeb - web page to email service,id_g_m_170706_3,http://www.healthnet.org/getweb.php,,GetWeb/0.1 libwww-perl/5.16,D,"
"
642,,Sixxs Ghost Route Hunter,id_g_m_399,http://www.sixxs.net/tools/grh/,,GhostRouteHunter/20021130 (https://www.sixxs.net/tools/grh/; info@sixxs.net),C,"
"
643, s. also - MicroBaz,GigaBaz Brainbot (Germany) robot,id_g_m_400,http://gigabaz.com,,gigabaz/3.1x (baz@gigabaz.com; http://gigabaz.com/gigabaz/),R,"
"
644,,Gigablast robot (64.62.168.xx),id_g_m_401,http://www.gigablast.com,,Gigabot/2.0 (gigablast.com),R,"
"
645,comes from 64.62.168.xx AND 66.154.102.xx,Gigablast robot,id_g_m_140106_1,http://www.gigablast.com,,Gigabot/2.0/gigablast.com/spider.html,R,"
"
646,comes from 64.62.168.xx AND 66.154.102.xx,Gigablast robot,id_g_m_170506_1,http://www.gigablast.com,,Gigabot/2.0; http://www.gigablast.com/spider.html,R,"
"
647,66.231.188.1xx,Gigablast robot,id_g_m_190507_1,http://www.gigablast.com,,Gigabot/2.0att,R,"
"
648,66.231.18x.[x]xx,Gigablast robot,id_g_m_230508_1,http://www.gigablast.com,,Gigabot/3.0 (http://www.gigablast.com/spider.html),R,"
"
649,,Gigablast robot (64.62.168.xx),id_g_m_402,http://www.gigablast.com,,Gigabot/x.0,R,"
"
650,,Gigablast robot (64.62.168.xx),id_g_m_403,http://www.gigablast.com,,GigabotSiteSearch/2.0 (sitesearch.gigablast.com),R,"
"
651,,www.gnod.net spider,id_g_m_404,http://www.gnod.net,,GNODSPIDER (www.gnod.net),R,"
"
652,,Go!Zilla download manager,id_g_m_406,http://www.gozilla.com,,Go!Zilla 3.x (www.gozilla.com),D,"
"
653,,Go!Zilla download manager,id_g_m_407,http://www.gozilla.com,,Go!Zilla/4.x.x.xx,D,"
"
654,,GotIt web accelerator (discontinued),id_g_m_405,,,Go-Ahead-Got-It/1.1,P D,"
"
655,,GoGuides.Org (195.226.137.xx) robot,id_g_m_408,http://www.goguides.org/goblin-info.html,,Goblin/0.9 (http://www.goguides.org/),R,"
"
656,,GoGuides.Org (195.226.137.xx) robot,id_g_m_409,http://www.goguides.org/goblin-info.html,,Goblin/0.9.x (http://www.goguides.org/goblin-info.html),R,"
"
657,208.109.236.xx,GoForIt Search robot,id_g_m_410,http://www.goforit.com,,GoForIt.com,R,"
"
658,208.109.236.xx,GoForIt Search robot,id_g_m_411,http://www.goforit.com,,GOFORITBOT ( http://www.goforit.com/about/ ),R,"
"
659,,GoGuides.org directory & search link checking,id_g_m_020306_1,http://www.goguides.org/,,GoGuides.Org Link Check,C,"
"
660,74.52.41.1xx,GoldenFeed.com - RSS search engine,id_g_m_230207_2,http://www.goldenfeed.com/,,GoldenFeed Spider 1.0 (http://www.goldenfeed.com),C,"
"
661,,Invention Machines Goldfire Server,id_g_m_412,http://www.invention-machine.com/custsupport/GFR_install.cfm,,Goldfire Server,P,"
"
662,212.34.185.xx,suchen.de German local search robot,id_g_m_041006_1,http://www.suchen.de/,,gonzo1[P] +http://www.suchen.de/popups/faq.jsp,R,"
"
663,212.34.185.xx,suchen.de German local search robot,id_g_m_130108_2,http://www.suchen.de/,,gonzo2[P] +http://www.suchen.de/faq.html,R,"
"
664,,Some private robot (Wanadoo.fr client),id_g_m_413,,,Goofer/0.2,R,"
"
665,,Google instant messenger,id_g_m_300606_1,http://www.google.com/talk/,,Google Talk,B,"
"
666,,Packard Bell Net user robot (*not* Google),id_g_m_414,,,googlebot (larbin2.6.0@unspecified.mail),,"
"
667,,Google image crawler (66.249.72.xxx),id_g_m_050106_1,http://www.google.com,,Googlebot-Image/1.0,R,"
"
668,,Google image crawler (66.249.72.xxx),id_g_m_415,http://www.google.com,,Googlebot-Image/1.0 ( http://www.googlebot.com/bot.html),R,"
"
669, s. also: - Mozilla/4.0 (MobilePhone SCP ... - Mozilla/5.0 (compatible; Googlebot/2.1...,Google robot 66.249.64.XXX,id_g_m_416,http://www.google.com,,Googlebot/2.1 ( http://www.google.com/bot.html),R,"
"
670,,Google robot 66.249.64.XXX,id_g_m_417,http://www.google.com,,Googlebot/2.1 ( http://www.googlebot.com/bot.html),R,"
"
671,,Google robot 66.249.64.XXX,id_g_m_418,http://www.google.com,,Googlebot/Test ( http://www.googlebot.com/bot.html),R,"
"
672,174.129.242.x,ShareThis social networking service via Amazon Web Services,id_g_m_280209_2,http://sharethis.com/,http://www.amazonaws.com/,Gordon's Spider/Nutch-0.9 (http://www.sharethis.com; gordon@sharethis.com),C,"
"
673,,Grapeshot web search system API,id_g_m_419,http://www.grapeshot.co.uk/html/Index.html,,GrapeFX/0.3 libwww/5.4.0,R,"
"
674,74.62.161.xx,Flatland Industries vertical search solution,id_g_m_300907_4,http://www.flatlandindustries.com/,http://www.flatlandindustries.com/flatlandbot.php,great-plains-web-spider/flatlandbot (Flatland Industries Web Spider; http://www.flatlandindustries.com/flatlandbot.php; jason@flatlandindustries.com),R,"
"
675,,GreatNews 1.0 Beta RSS reader,id_g_m_250707_2,http://www.curiostudio.com/,,GreatNews/1.0,B,"
"
676,,GreenBrowser - IE based browser (China),id_g_m_170207_2,http://www.morequick.com/indexen.htm,,GreenBrowser,B,"
"
677,212.227.127.xx,search gridwell favicon display,id_g_m_100307_2,http://search.gridwell.com/,,gridwell (http://search.gridwell.com),D,"
"
678,,Grigor Search bot,id_g_m_420,http://www.grigor.biz,,GrigorBot 0.8 (http://www.grigor.biz/bot.html),R,"
"
679,,Australasian Legal Information Institute (AustLII) robot,id_g_m_161206_1,http://www.austlii.edu.au/,http://www2.austlii.edu.au/~dan/gromit/,Gromit/1.0,R,"
"
680,,Grub open source crawler,id_g_m_421,http://www.grub.org,,grub crawler(http://www.grub.org),R,"
"
681,,Grub open source crawler,id_g_m_422,http://www.grub.org,,grub-client,R,"
"
682,,Google Search Appliance robot (216.239.xx.xx),id_g_m_423,http://www.google.com/enterprise/gsa/,,gsa-crawler (Enterprise; GID-01422; jplastiras@google.com),R,"
"
683,,Google Search Appliance robot (216.239.xx.xx),id_g_m_424,http://www.google.com/enterprise/gsa/,,gsa-crawler (Enterprise; GID-01742;gsatesting@rediffmail.com),R,"
"
684,,Google Enterprise Search Appliance used by Enhesa (212.35.100.1xx),id_g_m_060506_1,http://www.enhesa.com/enhesa/en/default.asp,http://www.google.com/enterprise/gsa/,gsa-crawler (Enterprise; GIX-02057; dm@enhesa.com),R,"
"
685,,Google Enterprise Search Appliance used by IBM (129.41.20.1xx),id_g_m_311205_1,http://www.google.com/enterprise/gsa/,,gsa-crawler (Enterprise; GIX-03519; cknuetter@stubhub.com),R,"
"
686,,Google Search Appliance robot (216.239.xx.xx),id_g_m_425,http://www.google.com/enterprise/gsa/,,gsa-crawler (Enterprise; GIX-0xxxx; enterprise-training@google.com),R,"
"
687,,GSiteCrawler - Google sitemap generator for Windows,id_g_m_081006_1,http://gsitecrawler.com/,,GSiteCrawler/v1.xx rev. xxx (http://gsitecrawler.com/),C,"
"
688,,Guestbook spamming tool,id_g_m_260207_1,,,Guestbook Auto Submitter,S,"
"
689,,Northernlight robot,id_g_m_426,http://www.northernlight.com,,Gulliver/1.3,R,"
"
690,,Yuntis Collaborative Web Resource Categorization and Ranking Project robot,id_g_m_427,http://www.ecsl.cs.sunysb.edu/yuntis/,,Gulper Web Bot 0.2.4 (www.ecsl.cs.sunysb.edu/~maxim/cgi-bin/Link/GulperBot),R,"
"
691,,Gungho - Extensible web crawler written in Perl by Google Code,id_g_m_140907_1,http://code.google.com/p/gungho-crawler/wiki/Index,,Gungho/0.08004 (http://code.google.com/p/gungho-crawler/wiki/Index),R,"
"
692,209.128.80.1xx / 72.20.109.xx,guruji : the Indian search engine robot,id_g_m_211106_1,http://www.guruji.com/,,GurujiBot/1.0 (+http://www.guruji.com/WebmasterFAQ.html),R,"
"
693,72.20.109.xx,guruji : the Indian search engine picture crawler,id_g_m_100508_2,http://www.guruji.com/,,GurujiImageBot/1.0 (+http://www.guruji.com/en/WebmasterFAQ.html),R,"
"
694,,Openwave Mobile Browser on Haier T10C mobile,id_g_m_291108_3,http://www.openwave.com,,Haier-T10C/1.0 iPanel/2.0 WAP2.0 (compatible; UP.Browser/6.2.2.4; UPG1; UP/4.0; Embedded),B,"
"
695,,Happy Fun Search robot,id_g_m_171105_5,http://www.happyfunsearch.com/bot.html,,HappyFunBot/1.1,R,"
"
696,see also Exalead NG and NG/1.0,Harvest-NG web crawler used by search.yahoo.com,id_g_m_428,http://search.yahoo.com,,Harvest-NG/1.0.2,R,"
"
697,site is closed,Haste - web mapping and monitoring system,id_g_m_429,http://haste.kytoon.com,,Haste/0.12 (HOME: http://haste.kytoon.com/),R C,"
"
698,221.186.146.xx,Hatena::Antenna Japan robot,id_g_m_430,http://a.hatena.ne.jp,,Hatena Antenna/0.4 (http://a.hatena.ne.jp/help#robot),R,"
"
699,221.186.146.xx,Hatena Japan proxy for handheld/mobile clients,id_g_m_110606_2,http://www.hatena.ne.jp/,,Hatena Mobile Gateway/1.0,P,"
"
700,221.186.146.xx,Hatena Japan robot,id_g_m_431,http://www.hatena.ne.jp,,Hatena Pagetitle Agent/1.0,R,"
"
701,221.186.146.xx,Hatena Japan RSS feed robot,id_g_m_240207_1,http://www.hatena.ne.jp,,Hatena RSS/0.3 (http://r.hatena.ne.jp),R,"
"
702,221.186.146.xx,Hatena::Diary (Japan) web page screenshot robot,id_g_m_110606_1,http://www.hatena.ne.jp/,,HatenaScreenshot/1.0 (checker),R D,"
"
703,89.110.157.*,hbtronix.spider - Domain name spider (Germany),id_g_m_120108_1,http://hbtronix.de/spider.php,,hbtronix.spider.2 -- http://hbtronix.de/spider.php,R,"
"
704,,Mirago Germany robot,id_g_m_432,http://www.mirago.de/,,HeinrichderMiragoRobot,R,"
"
705,,Mirago Germany robot,id_g_m_433,http://www.mirago.de/,,HeinrichderMiragoRobot (http://www.miragorobot.com/scripts/deinfo.asp),R,"
"
706,,Helix - The SiteSearch (Canada) web crawler,id_g_m_434,http://www.sitesearch.ca,,Helix/1.x ( http://www.sitesearch.ca/helix/),R,"
"
707,,Mirago France robot,id_g_m_080206_3,http://www.mirago.fr/,,HenriLeRobotMirago (http://www.miragorobot.com/scripts/frinfo.asp),R,"
"
708,217.154.245.2xx,Mirago search (UK) robot,id_g_m_435,http://www.mirago.co.uk,,HenrytheMiragoRobot,R,"
"
709,217.154.245.2xx,Mirago search (UK) robot,id_g_m_060806_3,http://www.mirago.co.uk,,HenryTheMiragoRobot (http://www.miragorobot.com/scripts/mrinfo.asp),R,"
"
710,,O'Reilly's Perl LWP example client program from Web Client Programming with Perl,id_g_m_436,,,hgrepurl/1.0,,"
"
711,,University of Kassel Germany CsCrawler using the HTTPClient library,id_g_m_437,http://www.kde.cs.uni-kassel.de/lehre/ss2005/googlespam/crawler.html,http://www.innovation.ch/java/HTTPClient/,Hi! I'm CsCrawler my homepage: http://www.kde.cs.uni-kassel.de/lehre/ss2005/googlespam/crawler.html RPT-HTTPClient/0.3-3,R,"
"
712,,HiDownload download manager,id_g_m_438,http://www.streamingstar.com/hidownload.htm,,HiDownload,D,"
"
713,site is offline,Hippias robot,id_g_m_439,http://hippias.evansville.edu,,Hippias/0.9 Beta,R,"
"
714,,Pilot Hitlist web analytics solution,id_g_m_440,http://www.pilotsoftware.com/products_solutions/hitlist.html,,HitList,R,"
"
715,,Hitwise spider,id_g_m_441,http://www.hitwise.com,,Hitwise Spider v1.0 http://www.hitwise.com,R,"
"
716, i.e.: - 204.95.207.xxx user agent ? - 66.27.113.xx link checking ?,diff. IPs / unknown services,id_g_m_442,,,HLoader,,"
"
717,,Morfeo / Centrum Search (Czech Republic) robot from 65.102.46.xxx,id_g_m_040907_1,http://morfeo.centrum.cz/,,holmes/3.11 (http://morfeo.centrum.cz/bot),R,"
"
718,213.180.137.xx,Onet.pl (Poland) search robot,id_g_m_220906_2,http://szukaj.onet.pl/,,holmes/3.9 (onet.pl),R,"
"
719,213.180.137.xx,Onet.pl (Poland) search robot,id_g_m_181006_1,http://szukaj.onet.pl/,,holmes/3.xx (OnetSzukaj/5.0; +http://szukaj.onet.pl),R,"
"
720,,Morfeo / Centrum Search (Czech Republic) robot from 65.102.46.xxx,id_g_m_443,http://morfeo.centrum.cz/,,holmes/x.x,R,"
"
721,77.92.229.3x,Holes search robot (Georgia),id_g_m_021108_2,http://holmes.ge/,,HolmesBot (http://holmes.ge),R,"
"
722,,HomePageSearch robot,id_g_m_444,http://hpsearch.uni-trier.de/,,HomePageSearch(hpsearch.uni-trier.de),R,"
"
723,,Homerweb search robot,id_g_m_445,http://www.homerweb.com,,Homerbot: www.homerweb.com,R,"
"
724,69.16.227.1xx,Honda-Search.com - Honda cars related search robot,id_g_m_220606_1,http://www.honda-search.com/,,Honda-Search/0.7.2 (Nutch; http://lucene.apache.org/nutch/bot.html; search@honda-search.com),R,"
"
725,,HooWWer - Next Generation Information Retrieval robot ,id_g_m_090206_1,http://cosco.hiit.fi,,HooWWWer/2.1.3 (debugging run) (+http://cosco.hiit.fi/search/hoowwwer/ | mailto:crawler-info<at>hiit.fi),R,"
"
726,,HooWWer - Next Generation Information Retrieval robot (128.214.112.xx),id_g_m_446,http://cosco.hiit.fi/,,HooWWWer/2.1.x ( http://cosco.hiit.fi/search/hoowwwer/ | mailto:crawler-info<at>hiit.fi),R,"
"
727,,HotJava browser plus HTML Component 1.1.x,id_g_m_447,,,HotJava/1.0.1/JRE1.1.x,B,"
"
728,,Hotzuno - Japanese BBS reader client,id_g_m_448,http://hotzonu.hp.infoseek.co.jp/,,Hotzonu/x.0,B,"
"
729,15.203.249.12x,Unknown robot from HP Labs,id_g_m_040507_1,http://hpl.hp.com/,,HPL/Nutch-0.9 -,R,"
"
730,,COMPUTERorgs.com robot (205.134.190.xxx) using htdig,id_g_m_449,http://www.computerorgs.com/,http://www.htdig.org,htdig/3.1.6 (http://computerorgs.com),R,"
"
731,reads robots.txt,htdig used by the Academie de Toulouse,id_g_m_210106_1,http://www.ac-toulouse.fr/html/_.php,http://www.htdig.org,htdig/3.1.6 (unconfigured@htdig.searchengine.maintainer),R,"
"
732,,htdig search tool,id_g_m_450,http://www.htdig.org,,htdig/3.1.x (root@localhost),R,"
"
733,,Lithops Software link validation tool,id_g_m_451,http://www.lithopssoft.com,,Html Link Validator (www.lithopssoft.com),C,"
"
734,,HTML2JPG webpage to image converter,id_g_m_110506_3,http://www.html2jpg.com,,"HTML2JPG Blackbox, http://www.html2jpg.com",D,"
"
735,,HTML2JPG webpage to image converter,id_g_m_452,http://www.html2jpg.com,,HTML2JPG Enterprise,D,"
"
736,,HTML Parser Java library to parse HTML,id_g_m_101205_1,http://sourceforge.net/projects/htmlparser,,HTMLParser/1.x,D,"
"
737,,PHP HTTP client to access Web servers,id_g_m_071006_1,http://code.blitzaffe.com/pages/home/,,HTTP Retriever,D,"
"
738,,Anonymous web proxy service,id_g_m_240306_1,http://anonymouse.org/,,http://Anonymouse.org/ (Unix),P,"
"
739,,Ask 24x Info (Germany) DMOZ related robot,id_g_m_453,http://narres.it,,http://Ask.24x.Info/ (http://narres.it/),R,"
"
740,82.149.246.2x,ACONTBOT - Acont search Germany robot,id_g_m_070209_6,http://acont.de/,http://hilfe.acont.de/bot.htm,http://hilfe.acont.de/bot.html ACONTBOT,R,"
"
741,202.173.141.x,OzySoftware.com software directory link checking,id_g_m_230408_1,http://ozysoftware.com/index.html,,http://OzySoftware.com/Index.html,C,"
"
742, s. also: - FocusedSampler - WFARC,IBM's Almaden Research robot,id_g_m_454,http://www.almaden.ibm.com,,http://www.almaden.ibm.com/cs/crawler,R,"
"
743,,IBM's Almaden Research robot,id_g_m_455,http://www.almaden.ibm.com,,http://www.almaden.ibm.com/cs/crawler [rc1.wf.ibm.com],R,"
"
744,,IBM's Almaden Research robot,id_g_m_456,http://www.almaden.ibm.com,,http://www.almaden.ibm.com/cs/crawler [wf216],R,"
"
745,,Istarthere.com search robot,id_g_m_271105_4,http://www.istarthere.com/,,http://www.istarthere.com_spider@istarthere.com,R,"
"
746,,Monogol - German open source search engine project (195.226.167.1xx),id_g_m_070106_1,http://www.monogol.de/,,http://www.monogol.de,R,"
"
747,87.104.18.xx,TrendTech Search Engine (Denmark) robot,id_g_m_060806_4,http://www.trendtech.dk/,,http://www.trendtech.dk/spider.asp),R,"
"
748,,HTTP::Lite - Standalone Perl module for retreiving HTTP documents,id_g_m_290106_1,http://www.toybox.ca/http-lite/,,HTTP::Lite/2.x.x,D,"
"
749,,HTTPEyes - Web proxy cache,id_g_m_050108_1,http://bachue.com/httpeyes/,,HTTPEyes,P,"
"
750,,HTTPResume Amiga download manager,id_g_m_457,http://tesla.rcub.bg.ac.yu/%7Eantony/HTTPResume/,,HTTPResume v. 1.x,D,"
"
751,,HttpUnit - Java test code for emulating browser behaviour,id_g_m_031107_2,http://httpunit.sourceforge.net/,,httpunit/1.5,B,"
"
752,,HttpUnit - Java browser behavior simulation tool,id_g_m_090306_1,http://httpunit.sourceforge.net/,,httpunit/1.x,B,"
"
753,,Hybrid Share mono C#/Gtk# application for file sharing,id_g_m_010807_1,http://hybrid-share.sourceforge.net/index.php,,Hybrid/1.2 [en] (OS Independent),,"
"
754,,Hyper Estraier full-text search system,id_g_m_300507_1,http://hyperestraier.sourceforge.net/,,HyperEstraier/1.x.xx,D,"
"
755,65.111.164.1xx,i1search robot,id_g_m_170906_1,http://www.i1search.com/,,i1searchbot/2.0 (i1search web crawler; http://www.i1search.com; crawler@i1search.com),R,"
"
756,,Alexa / The Internet Archive (209.237.238.1xx),id_g_m_461,http://www.alexa.com,,IAArchiver-1.0,R,"
"
757,Not from iask.com.cn - s. also Mozilla/5.0 (compatible; iaskspider/1.0 ..,Unknown robot (reads robots.txt) from chinatelecom (219.142.78.xx),id_g_m_091205_2,,,iaskspider,,"
"
758,202.106.184.xxx,Iask search / Sina portal robot (China),id_g_m_111106_1,http://iask.com/,http://english.sina.com/index.html,iaskspider2 (iask@staff.sina.com.cn),R,"
"
759,,Alexa / The Internet Archive (209.237.238.1xx),id_g_m_458,http://www.alexa.com,,ia_archiver,R,"
"
760,,Alexa / The Internet Archive (209.237.238.1xx),id_g_m_459,http://www.alexa.com,,ia_archiver-web.archive.org,R,"
"
761,,Alexa / The Internet Archive (209.237.238.1xx),id_g_m_460,http://www.alexa.com,,ia_archiver/1.6,R,"
"
762,was Hisoft (http://www.hisoft.co.uk),IOSpirit iBrowse Amiga Browser,id_g_m_462,http://amiga.iospirit.de/,,IBrowse/2.2 (AmigaOS 3.5),B,"
"
763,was Hisoft (http://www.hisoft.co.uk),IOSpirit iBrowse Amiga Browser,id_g_m_463,http://amiga.iospirit.de/,,IBrowse/2.2 (Windows 3.1),B,"
"
764,,iCab MAC Web browser,id_g_m_464,http://www.icab.de,,iCab/2.5.2 (Macintosh; I; PPC),B,"
"
765,202.180.34.1xx,Knowledge Clustered Group ICC-Crawler (University of Tokyo - Japan),id_g_m_110207_2,http://kc.nict.go.jp/icc/crawl.html,,ICC-Crawler(Mozilla-compatible; http://kc.nict.go.jp/icc/crawl.html; icc-crawl(at)ml(dot)nict(dot)go(dot)jp),R,"
"
766,202.180.34.1xx,Knowledge Clustered Group ICC-Crawler (University of Tokyo - Japan),id_g_m_250607_1,http://kc.nict.go.jp/icc/crawl.html,,ICC-Crawler(Mozilla-compatible;http://kc.nict.go.jp/icc/crawl.html;icc-crawl-contact(at)ml(dot)nict(dot)go(dot)jp),R,"
"
767,212.227.76.xx,ICJobs - Intelligence Competence Center (Germany) robot,id_g_m_465,http://www.iccenter.net,,iCCrawler (http://www.iccenter.net),R,"
"
768,212.227.76.xx,ICJobs - Intelligence Competence Center (Germany) robot,id_g_m_121006_1,http://www.iccenter.net,,ICCrawler - ICjobs (http://www.icjobs.de/bot.htm),R,"
"
769,,ICE Java browser,id_g_m_466,http://www.ii.uib.no/~alexey/jb/,,ICE Browser/5.05 (Java 1.4.0; Windows 2000 5.0 x86),B,"
"
770, s. also moget / mogimogi,Goo Japan / Inktomi robot (210.173.179.xx),id_g_m_040206_2,http://www.goo.ne.jp,,ichiro/x.0 (http://help.goo.ne.jp/door/crawler.html),R,"
"
771, s. also moget / mogimogi,Goo Japan / Inktomi robot (210.173.179.xx),id_g_m_468,http://www.goo.ne.jp,,ichiro/x.0 (ichiro@nttr.co.jp),R,"
"
772,,Iconsurf.com - Visual Surf Engine / favicon finder,id_g_m_469,http://iconsurf.com,,IconSurf/2.0 favicon finder (see http://iconsurf.com/robot.html),R,"
"
773,,Iconsurf.com - Visual Surf Engine / favicon finder,id_g_m_470,http://iconsurf.com,,IconSurf/2.0 favicon monitor (see http://iconsurf.com/robot.html),R,"
"
774,,icooLoader download manager,id_g_m_471,http://www.icoonet.com,,ICOO Loader v.x.x.x,D,"
"
775,,ICRA (Internet Content Rating Association) label spider,id_g_m_472,http://www.icra.org,,ICRA_label_spider/x.0,R,"
"
776,,ICS Robot Search Engine (International Christian school of Seoul),id_g_m_473,http://icseoul.org/,,icsbot-0.1,R,"
"
777,,Internet Download Accelerator,id_g_m_260306_1,http://www.westbyte.com/ida/,,IDA,D,"
"
778,,Janas (Ideare.com / Tiscali.it) robot,id_g_m_474,,,ideare - SignSite/1.x,R,"
"
779,202.165.105.x,Unknown UA from Yahoo China,id_g_m_200806_1,,,"iearthworm/1.0, iearthworm@yahoo.com.cn",,"
"
780, possibly Visit URL ??,Some bookmark manager,id_g_m_475,http://www.lodz.pdi.net/%7Eeristic/free/index.html,,IEFav172Free,C,"
"
781,67.15.2[3-4][X].xxx,iFeed.jp - online rss aggregator (in development),id_g_m_060608_4,http://www.ifeed.jp/,,iFeed.jp/2.0 (www.psychedelix.com/agents/agents.rss; 0 subscribers),R,"
"
